Ano de Publicação,Título,Autor,Idioma,Nível do Autor,Avaliação Média,Contagem de Avaliações,Gênero,Vendas Brutas,Receita do Editor,Preço de Venda,Ranking de Vendas,Editora,Unidades Vendidas,Categoria de Avaliação
2004,Shopaholic and Sister,Sophie Kinsella,Inglês,Intermediário,3.64,69007,Ficção Científica,331.89,0.0,2.99,1059,Amazon,4400,Baixa
2010,The Iron Daughter,Julie Kagawa,Inglês,Excelente,4.13,93340,Ficção Científica,331.89,0.0,2.99,1060,Amazon,4400,Alta
2000,The Prayer of Jabez:  Breaking Through to the Blessed Life,Bruce H. Wilkinson,Inglês,Intermediário,3.92,57468,Outro,899.1,539.46,8.1,1061,Amazon,4400,Média
2012,The Age of Miracles,Karen Thompson Walker,Inglês,Intermediário,3.64,61296,Ficção Científica,1314.24,788.544,11.84,1062,Random,4400,Baixa
2009,Have a Little Faith: A True Story,Mitch Albom,Inglês,Excelente,4.16,60002,Outro,220.89,132.534,1.99,1066,Hachette,4400,Alta
2006,My Life in France,"Julia Child, Alex Prud'Homme",Inglês,Excelente,4.16,63100,Ficção Científica,1330.89,798.534,11.99,1066,Penguin,4400,Alta
2014,The Rosie Effect,Graeme Simsion,Inglês,Intermediário,3.56,27308,Ficção Científica,1225.44,735.264,11.04,1068,Macmillan,4360,Baixa
2011,The Secret of the Nagas.,Amish Tripathi,Inglês,Intermediário,3.98,50158,Ficção Científica,109.89,65.934,0.99,1069,Amazon,4360,Média
1982,Ham on Rye,Charles Bukowski,Outro,Excelente,4.16,54140,Ficção Científica,196.47,0.0,1.77,1071,Amazon,4360,Alta
2001,Flipped,Wendelin Van Draanen,Inglês,Intermediário,3.94,79264,Outro,109.89,0.0,0.99,1072,Amazon,4360,Média
2003,Emotional Intelligence 2.0,"Travis Bradberry, Jean Greaves, Patrick Lencioni",Outro,Intermediário,3.81,53384,Ficção Científica,109.89,0.0,0.99,1073,Amazon,4360,Baixa
1941,Make Way for Ducklings,Robert McCloskey,Outro,Excelente,4.21,70704,Outro,637.14,382.284,5.74,1074,HarperCollins,4360,Alta
1995,Relic,"Douglas Preston, Lincoln Child",Inglês,Excelente,4.01,68011,Ficção Científica,858.03,514.818,7.73,1075,Hachette,4360,Média
1995,Notes from a Small Island,Bill Bryson,Inglês,Intermediário,3.91,66947,Ficção Científica,442.89,0.0,3.99,1076,Amazon,4360,Baixa
2008,Small Favor,Jim Butcher,Inglês,Famoso,4.43,70029,Outro,1219.89,731.934,10.99,1077,Random,4360,Alta
2009,The Walking Dead Compendium Volume 1,Robert Kirkman,Inglês,Famoso,4.43,57764,Ficção Científica,331.89,0.0,2.99,1078,Amazon,4360,Alta
2005,Princess Academy,Shannon Hale,Inglês,Excelente,4.01,82470,Ficção Científica,1414.14,848.484,12.74,1080,Simon,4360,Média
2015,"Everything, Everything","Nicola Yoon, David Yoon",Inglês,Excelente,4.11,132552,Ficção Científica,331.89,0.0,2.99,1081,Amazon,4360,Média
1912,Pygmalion,George Bernard Shaw,Inglês,Intermediário,3.9,70079,Ficção Científica,331.89,0.0,2.99,1082,Amazon,4360,Baixa
2012,Flight Behavior,Barbara Kingsolver,Inglês,Intermediário,3.75,57078,Ficção Científica,109.89,65.934,0.99,1085,Amazon,4360,Baixa
2008,Grip of the Shadow Plague,Brandon Mull,Inglês,Excelente,4.26,65638,Ficção Científica,548.9,0.0,4.99,1089,Amazon,4360,Alta
1999,Bridget Jones: The Edge of Reason,Helen Fielding,Inglês,Intermediário,3.53,73093,Outro,1098.9,659.34,9.99,1090,Amazon,4360,Baixa
1994,Captain Corelli's Mandolin,Louis de BerniÃ¨res,Inglês,Intermediário,3.95,57583,Ficção Científica,108.9,65.34,0.99,1091,Amazon,4360,Média
2004,At First Sight,Nicholas Sparks,Inglês,Intermediário,3.81,62219,Ficção Científica,108.9,65.34,0.99,1091,Amazon,4320,Baixa
2000,Down Under,Bill Bryson,Inglês,Excelente,4.05,58688,Ficção Científica,438.9,0.0,3.99,1093,Amazon,4320,Média
1894,The Memoirs of Sherlock Holmes,Arthur Conan Doyle,Inglês,Excelente,4.32,56918,Outro,1230.9,738.54,11.19,1095,HarperCollins,4320,Alta
2012,The Orphan Master's Son,Adam Johnson,Inglês,Excelente,4.06,52765,Ficção Científica,108.9,65.34,0.99,1097,Macmillan,4320,Média
1984,Enchanters' End Game,David Eddings,Inglês,Excelente,4.17,69134,Ficção Científica,438.9,0.0,3.99,1098,Amazon,4320,Alta
2003,Persepolis,"Marjane Satrapi, Mattias Ripa, Blake Ferris, Anjali Singh",Inglês,Excelente,4.36,71353,Outro,108.9,0.0,0.99,1099,Amazon,4320,Alta
1967,The Chosen,Chaim Potok,Inglês,Excelente,4.03,70701,Ficção Científica,218.9,131.34,1.99,1099,Amazon,4320,Média
1958,The Agony and the Ecstasy: A Biographical Novel of Michelangelo,"Irving Stone, ×©×ž×•××œ ×©× ×™×¦×¨",Inglês,Excelente,4.09,61256,Ficção Científica,438.9,0.0,3.99,1100,Amazon,4320,Média
2008,El juego del Ã¡ngel,"Carlos Ruiz ZafÃ³n, Lucia Graves",Inglês,Intermediário,3.86,46225,Ficção Científica,1351.9,811.14,12.29,1101,HarperCollins,4320,Baixa
2004,Where Rainbows End,Cecelia Ahern,Inglês,Intermediário,3.95,55236,Outro,1208.9,725.34,10.99,1101,Random,4320,Média
1963,Amelia Bedelia,"Peggy Parish, Fritz Siebel",Inglês,Excelente,4.15,72329,Ficção Científica,878.9,527.34,7.99,1102,Penguin,4320,Alta
2012,This Man,Jodi Ellen Malpas,Inglês,Excelente,4.13,79461,Ficção Científica,108.9,65.34,0.99,1102,Amazon,4320,Alta
2010,A Dog's Purpose ,W. Bruce Cameron,Inglês,Excelente,4.35,65091,Ficção Científica,328.9,0.0,2.99,1105,Amazon,4320,Alta
2015,An Ember in the Ashes,Sabaa Tahir,Inglês,Excelente,4.32,45492,Ficção Científica,603.9,362.34,5.49,1106,HarperCollins,4320,Alta
2008,"Lover Enshrined, part one",J.R. Ward,Inglês,Excelente,4.12,87432,Ficção Científica,988.9,593.34,8.99,1106,Random,4320,Média
2013,The Golem and the Jinni,Helene Wecker,Inglês,Excelente,4.1,59650,Ficção Científica,438.9,0.0,3.99,1107,Amazon,4320,Média
2012,Ø§Ù„Ø£Ø³ÙˆØ¯ ÙŠÙ„ÙŠÙ‚ Ø¨Ùƒ,"Ø£Ø­Ù„Ø§Ù… Ù…Ø³ØªØºØ§Ù†Ù…ÙŠ, Ahlam Mosteghanemi",Árabe,Intermediário,3.72,42958,Outro,1200.1,720.06,10.91,1107,Simon,4320,Baixa
2003,The Slippery Slope,"Lemony Snicket, Brett Helquist",Inglês,Intermediário,4.0,81362,Ficção Científica,988.9,593.34,8.99,1111,Penguin,4320,Média
1853,Bleak House,"Charles Dickens, Nicola Bradbury, Hablot Knight Browne",Inglês,Intermediário,4.0,67433,Ficção Científica,988.9,593.34,8.99,1112,HarperCollins,4320,Média
1938,"Caps for sale: a tale of a peddler, some monkeys and their monkey business",Esphyr Slobodkina,Inglês,Excelente,4.12,72504,Ficção Científica,548.9,329.34,4.99,1118,Amazon,4280,Média
2004,Furies of Calderon ,Jim Butcher,Inglês,Excelente,4.12,70269,Ficção Científica,108.9,0.0,0.99,1119,Amazon,4280,Média
1983,Alanna: The First Adventure,Tamora Pierce,Inglês,Excelente,4.27,85699,Ficção Científica,1867.8,1120.68,16.98,1119,Penguin,4280,Alta
2009,Her Fearful Symmetry,Audrey Niffenegger,Inglês,Iniciante,3.23,63737,Outro,416.9,250.14,3.79,1120,HarperCollins,4280,Baixa
2014,The Boston Girl,Anita Diamant,Inglês,Intermediário,3.79,51603,Ficção Científica,548.9,0.0,4.99,1120,Amazon,4280,Baixa
2009,"Lover Enshrined, part two",J.R. Ward,Inglês,Excelente,4.38,84650,Infantil,493.9,296.34,4.49,1123,Macmillan,4280,Alta
1990,The Fall of Hyperion,Dan Simmons,Inglês,Excelente,4.18,63235,Outro,641.3,384.78,5.83,1124,Simon,4280,Alta
1987,The Black Dahlia,James Ellroy,Inglês,Intermediário,3.75,61412,Ficção Científica,1088.91,653.346,9.99,1127,Random,4280,Baixa
1871,"Through the Looking-Glass, and What Alice Found There","Lewis Carroll, John Tenniel, Peter Glassman",Inglês,Excelente,4.06,63050,Ficção Científica,216.91,130.146,1.99,1128,Simon,4280,Média
1991,Wild Swans: Three Daughters of China,Jung Chang,Inglês,Excelente,4.23,60193,Outro,434.91,260.946,3.99,1129,HarperCollins,4280,Alta
1961,"Go, Dog. Go!",P.D. Eastman,Inglês,Excelente,4.08,66360,Ficção Científica,1160.85,696.51,10.65,1130,Penguin,4280,Média
2015,Finders Keepers,Stephen King,Inglês,Excelente,4.03,36541,Ficção Científica,107.91,0.0,0.99,1131,Amazon,4280,Média
2009,The Strain,"Guillermo del Toro, Chuck Hogan",Inglês,Intermediário,3.77,58631,Ficção Científica,107.91,64.746,0.99,1132,Amazon,4280,Baixa
1890,The Complete Poems of Emily Dickinson,"Emily Dickinson, Thomas H. Johnson",Inglês,Excelente,4.21,60278,Ficção Científica,543.91,0.0,4.99,1132,Amazon,4280,Alta
1956,Old Yeller,Fred Gipson,Inglês,Excelente,4.06,69815,Ficção Científica,1502.02,901.212,13.78,1136,Macmillan,4280,Média
2007,Born Standing Up: A Comic's Life,Steve Martin,Inglês,Intermediário,3.87,60869,Outro,107.91,64.746,0.99,1137,Amazon,4280,Baixa
2005,PostSecret: Extraordinary Confessions from Ordinary Lives,Frank Warren,Outro,Excelente,4.01,58841,Outro,107.91,0.0,0.99,1138,Amazon,4280,Média
2000,A Storm of Swords: Part 2 Blood and Gold,George R.R. Martin,Inglês,Famoso,4.56,54977,Ficção Científica,325.91,0.0,2.99,1140,Amazon,4280,Alta
1952,The Borrowers Afield,"Mary Norton, Beth Krush, Joe Krush",Outro,Excelente,4.02,74820,Ficção Científica,706.32,423.792,6.48,1141,Hachette,4240,Média
1999,Hearts in Atlantis,Stephen King,Inglês,Intermediário,3.8,65063,Ficção Científica,216.91,130.146,1.99,1142,Macmillan,4240,Baixa
1982,ç¾Šã‚’ã‚ãã‚‹å†’é™º [HitsujiwomegurubÅken],"Haruki Murakami, Alfred Birnbaum",Inglês,Intermediário,3.94,55262,Outro,960.29,576.174,8.81,1147,Simon,4240,Média
2003,The Queen's Fool,Philippa Gregory,Inglês,Intermediário,3.83,69504,Ficção Científica,598.41,359.046,5.49,1148,Simon,4240,Baixa
2012,Days of Blood & Starlight,Laini Taylor,Inglês,Excelente,4.21,85746,Ficção Científica,325.91,195.546,2.99,1148,Amazon,4240,Alta
1984,Jitterbug Perfume,Tom Robbins,Inglês,Excelente,4.24,48277,Ficção Científica,325.91,0.0,2.99,1148,Amazon,4240,Alta
2006,"The Battle for Skandia (Ranger's Apprentice, #4)",John Flanagan,Inglês,Excelente,4.32,60959,Ficção Científica,325.91,195.546,2.99,1149,Amazon,4240,Alta
2012,The Darkest Minds,Alexandra Bracken,Inglês,Excelente,4.26,83886,Ficção Científica,620.21,372.126,5.69,1150,Hachette,4240,Alta
2005,O Zahir,"Paulo Coelho, Margaret Jull Costa",Inglês,Intermediário,3.56,50921,Ficção Científica,434.91,0.0,3.99,1151,Amazon,4240,Baixa
1952,The Power of Positive Thinking,Norman Vincent Peale,Inglês,Excelente,4.08,52704,Ficção Científica,325.91,0.0,2.99,1152,Amazon,4240,Média
2015,"In a Dark, Dark Wood ",Ruth Ware,Inglês,Intermediário,3.65,67344,Ficção Científica,107.91,0.0,0.99,1153,Amazon,4240,Baixa
1905,The House of Mirth,"Edith Wharton, Nina Bawden",Inglês,Intermediário,3.94,60611,Ficção Científica,325.91,0.0,2.99,1154,Amazon,4240,Média
2006,Fairy Tail 1,"Hiro Mashima, William Flanagan",Inglês,Famoso,4.4,65477,Ficção Científica,434.91,0.0,3.99,1155,Amazon,4240,Alta
2014,The Slow Regard of Silent Things,"Patrick Rothfuss, Nate  Taylor",Inglês,Intermediário,3.92,57716,Ficção Científica,434.91,0.0,3.99,1156,Amazon,4240,Média
1853,Twelve Years a Slave,Solomon Northup,Inglês,Excelente,4.15,39758,Ficção Científica,543.91,326.346,4.99,1156,Random,4240,Alta
2010,"Lover Avenged, part one",J.R. Ward,Inglês,Famoso,4.41,82824,Ficção Científica,543.91,0.0,4.99,1160,Amazon,109,Alta
1999,In the Heart of the Sea: The Tragedy of the Whaleship Essex,Nathaniel Philbrick,Inglês,Excelente,4.16,57259,Ficção Científica,107.91,0.0,0.99,1160,Amazon,109,Alta
2006,Infidel,Ayaan Hirsi Ali,Inglês,Excelente,4.2,58432,Ficção Científica,107.91,0.0,0.99,1161,Amazon,109,Alta
2007,The Black Swan: The Impact of the Highly Improbable,Nassim Nicholas Taleb,Inglês,Intermediário,3.88,53586,Ficção Científica,761.91,0.0,6.99,1161,Amazon,109,Baixa
2012,The Twelve,Justin Cronin,Inglês,Intermediário,3.98,56756,Ficção Científica,538.92,0.0,4.99,1164,Amazon,108,Média
1962,ÐžÐ´Ð¸Ð½ Ð´ÐµÐ½ÑŒ Ð˜Ð²Ð°Ð½Ð° Ð”ÐµÐ½Ð¸ÑÐ¾Ð²Ð¸Ñ‡Ð°,"Aleksandr Solzhenitsyn, H.T. Willetts",Inglês,Intermediário,3.94,61678,Ficção Científica,646.92,388.152,5.99,1166,Hachette,108,Média
1995,The Diamond Age,Neal Stephenson,Inglês,Excelente,4.19,61836,Ficção Científica,970.92,582.552,8.99,1167,Macmillan,108,Alta
1959,A Canticle for Leibowitz,Walter M. Miller Jr.,Inglês,Intermediário,3.97,66721,Ficção Científica,106.92,0.0,0.99,1167,Amazon,108,Média
2009,Brooklyn,Colm TÃ³ibÃ­n,Inglês,Intermediário,3.63,55459,Ficção Científica,1659.96,995.976,15.37,1168,Amazon,108,Baixa
2011,Wither,Lauren DeStefano,Inglês,Intermediário,3.81,84776,Ficção Científica,412.56,0.0,3.82,1169,Amazon,108,Baixa
2016,Hillbilly Elegy. A Memoir of a Family and Culture in Crisis,J.D. Vance,Inglês,Intermediário,3.99,80737,Ficção Científica,430.92,0.0,3.99,1169,Amazon,108,Média
2003,Crossroads of Twilight,Robert Jordan,Inglês,Intermediário,3.82,61361,Ficção Científica,430.92,0.0,3.99,1170,Amazon,108,Baixa
1871,The Red Badge of Courage,Stephen Crane,Inglês,Iniciante,3.21,68448,Ficção Científica,1186.92,712.152,10.99,1173,Penguin,108,Baixa
2014,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,Inglês,Excelente,4.17,60236,Ficção Científica,1150.2,690.12,10.65,1174,Penguin,108,Alta
1999,Gardens of the Moon,Steven Erikson,Inglês,Intermediário,3.85,57993,Ficção Científica,430.92,0.0,3.99,1175,Amazon,108,Baixa
2006,A Bruxa de Portobello,Paulo Coelho,Inglês,Intermediário,3.51,51461,Ficção Científica,1327.32,796.392,12.29,1179,HarperCollins,108,Baixa
1978,A Swiftly Tilting Planet,Madeleine L'Engle,Inglês,Excelente,4.13,75851,Ficção Científica,322.92,0.0,2.99,1182,Amazon,108,Alta
2003,Gregor the Overlander,Suzanne Collins,Inglês,Intermediário,3.99,66823,Ficção Científica,322.92,0.0,2.99,1183,Amazon,108,Média
2011,Sing You Home,Jodi Picoult,Inglês,Intermediário,3.76,62494,Ficção Científica,516.24,309.744,4.78,1184,Amazon,108,Baixa
1992,The Tale of the Body Thief,Anne Rice,Inglês,Intermediário,3.7,67267,Ficção Científica,214.92,128.952,1.99,1186,HarperCollins,108,Baixa
2005,The Camel Club,David Baldacci,Inglês,Excelente,4.02,58973,Outro,139.32,83.592,1.29,1187,Amazon,108,Média
2006,Saving The World and Other Extreme Sports,James Patterson,Inglês,Excelente,4.16,75436,Ficção Científica,748.44,449.064,6.93,1190,Hachette,108,Alta
1996,Blood of the Fold,Terry Goodkind,Inglês,Intermediário,3.98,60624,Ficção Científica,106.92,64.152,0.99,1192,Amazon,108,Média
2006,The Boleyn Inheritance,Philippa Gregory,Inglês,Intermediário,3.84,62135,Ficção Científica,646.92,388.152,5.99,1193,Hachette,108,Baixa
2015,A Spool of Blue Thread,Anne Tyler,Inglês,Iniciante,3.4,42339,Ficção Científica,1186.92,712.152,10.99,1194,Penguin,108,Baixa
2016,The Underground Railroad,Colson Whitehead,Inglês,Excelente,4.04,72052,Ficção Científica,538.92,0.0,4.99,1195,Amazon,108,Média
2007,Masquerade,Melissa de la Cruz,Inglês,Intermediário,3.91,76598,Ficção Científica,106.92,64.152,0.99,1196,Amazon,108,Baixa
2011,The Iron Queen,Julie Kagawa,Inglês,Excelente,4.24,82373,Outro,430.92,0.0,3.99,1196,Amazon,108,Alta
2012,Losing It,Cora Carmack,Inglês,Intermediário,3.77,84438,Ficção Científica,538.92,323.352,4.99,1197,HarperCollins,108,Baixa
2012,The Racketeer,John Grisham,Outro,Intermediário,3.79,48286,Ficção Científica,322.92,193.752,2.99,1198,Amazon,108,Baixa
1999,Disgrace,J.M. Coetzee,Inglês,Intermediário,3.83,50422,Ficção Científica,1078.92,647.352,9.99,1198,Random,108,Baixa
1928,The House at Pooh Corner,"A.A. Milne, Ernest H. Shepard",Inglês,Excelente,4.36,69102,Ficção Científica,214.92,0.0,1.99,1199,Amazon,108,Alta
2010,The Black Prism,Brent Weeks,Inglês,Excelente,4.24,58906,Ficção Científica,430.92,0.0,3.99,1199,Amazon,108,Alta
2004,The Mermaid Chair,Sue Monk Kidd,Inglês,Iniciante,3.1,62760,Ficção Científica,322.92,0.0,2.99,1199,Amazon,108,Baixa
1970,Frog and Toad Are Friends,Arnold Lobel,Inglês,Excelente,4.18,70119,Outro,322.92,193.752,2.99,1200,HarperCollins,108,Alta
2002,The Carnivorous Carnival,"Lemony Snicket, Brett Helquist",Inglês,Intermediário,3.97,83981,Ficção Científica,105.93,0.0,0.99,1201,Amazon,107,Média
2010,Heist Society,Ally Carter,Inglês,Intermediário,3.91,75834,Ficção Científica,854.93,512.958,7.99,1201,Random,107,Baixa
2016,Behind Closed Doors,B.A. Paris,Inglês,Intermediário,3.93,57865,Ficção Científica,919.13,551.478,8.59,1201,Penguin,107,Média
1974,The Killer Angels,Michael Shaara,Inglês,Excelente,4.3,58372,Outro,105.93,63.558,0.99,1203,Amazon,107,Alta
1995,"Circus of the Damned (Anita Blake, Vampire Hunter, #3)",Laurell K. Hamilton,Inglês,Excelente,4.16,73883,Ficção Científica,426.93,256.158,3.99,1206,Penguin,107,Alta
2006,Ptolemy's Gate,Jonathan Stroud,Inglês,Excelente,4.24,63838,Ficção Científica,1272.23,763.338,11.89,1207,HarperCollins,107,Alta
1896,The Island of Dr. Moreau,H.G. Wells,Inglês,Intermediário,3.72,60346,Ficção Científica,640.93,0.0,5.99,1212,Amazon,107,Baixa
2012,Opal,Jennifer L. Armentrout,Outro,Excelente,4.34,92014,Ficção Científica,105.93,0.0,0.99,1213,Amazon,107,Alta
2008,Zeitoun,Dave Eggers,Outro,Excelente,4.08,55398,Ficção Científica,408.74,0.0,3.82,1214,Amazon,107,Média
2010,Out of My Mind,Sharon M. Draper,Inglês,Excelente,4.37,63756,Outro,319.93,0.0,2.99,1215,Amazon,107,Alta
2012,Rapture,Lauren Kate,Inglês,Excelente,4.03,79360,Outro,1282.93,769.758,11.99,1216,Random,107,Média
2010,Switched,Amanda Hocking,Inglês,Intermediário,3.89,45319,Ficção Científica,640.93,384.558,5.99,1217,Macmillan,107,Baixa
1957,Ð”Ð¾ÐºÑ‚Ð¾Ñ€ Ð–Ð¸Ð²Ð°Ð³Ð¾,"Boris Pasternak, Max Hayward, Manya Harari, John Bayley",Inglês,Excelente,4.03,59973,Ficção Científica,854.93,512.958,7.99,1217,HarperCollins,107,Média
2012,Pines,Blake Crouch,Outro,Intermediário,3.88,34789,Ficção Científica,105.93,0.0,0.99,1218,Amazon,107,Baixa
1994,Disclosure,Michael Crichton,Outro,Intermediário,3.76,57818,Ficção Científica,854.93,512.958,7.99,1219,Random,107,Baixa
2012,Death Comes to Pemberley,P.D. James,Inglês,Iniciante,3.21,65906,Ficção Científica,426.93,256.158,3.99,1220,Amazon,107,Baixa
1911,Ethan Frome,Edith Wharton,Inglês,Iniciante,3.35,72421,Outro,405.53,243.318,3.79,1222,HarperCollins,107,Baixa
1992,A Map of the World,"Jane Hamilton, Frank  Muller, C.J. Critt",Inglês,Intermediário,3.78,61347,Ficção Científica,324.21,194.526,3.03,1223,Amazon,107,Baixa
2016,It Ends with Us,Colleen Hoover,Inglês,Famoso,4.44,80433,Ficção Científica,747.93,448.758,6.99,1223,Penguin,107,Alta
1905,The Gift of the Magi,"O. Henry, Lisbeth Zwerger",Inglês,Excelente,4.07,66537,Outro,951.23,570.738,8.89,1224,Simon,107,Média
1968,The Electric Kool-Aid Acid Test,Tom Wolfe,Inglês,Intermediário,3.92,54848,Ficção Científica,319.93,0.0,2.99,1225,Amazon,107,Média
1959,The Naked Lunch,"William S. Burroughs, James Grauerholz, Barry  Miles",Inglês,Iniciante,3.46,55473,Ficção Científica,529.65,317.79,4.95,1226,Amazon,107,Baixa
1991,The Sandman: Dream Country,"Neil Gaiman, Kelley Jones, Charles Vess, Colleen Doran, Malcolm Jones III, Steve Erickson",Inglês,Excelente,4.28,67753,Ficção Científica,426.93,0.0,3.99,1230,Amazon,107,Alta
2001,A Painted House,John Grisham,Inglês,Intermediário,3.67,59974,Outro,105.93,0.0,0.99,1232,Amazon,107,Baixa
1969,The Left Hand of Darkness,"Ursula K. Le Guin, Lech JÄ™czmyk",Inglês,Excelente,4.05,61888,Ficção Científica,822.83,493.698,7.69,1233,Random,107,Média
2008,Let It Snow: Three Holiday Romances,"John Green, Maureen Johnson, Lauren Myracle",Inglês,Intermediário,3.84,57632,Ficção Científica,1149.18,689.508,10.74,1235,Penguin,107,Baixa
2010,"Full Dark, No Stars",Stephen King,Inglês,Excelente,4.03,60672,Ficção Científica,640.93,384.558,5.99,1236,Random,107,Média
2014,Being Mortal: Medicine and What Matters in the End,Atul Gawande,Inglês,Famoso,4.4,56510,Ficção Científica,319.93,0.0,2.99,1237,Amazon,107,Alta
1987,Intensity,Dean Koontz,Inglês,Excelente,4.04,58062,Ficção Científica,104.94,0.0,0.99,1238,Amazon,106,Média
2010,Chelsea Chelsea Bang Bang,Chelsea Handler,Inglês,Intermediário,3.81,55355,Infantil,477.0,286.2,4.5,1241,Amazon,106,Baixa
1879,Et dukkehjem,"Henrik Ibsen, Michael   Meyer",Inglês,Intermediário,3.69,69450,Ficção Científica,1588.94,953.364,14.99,1243,Hachette,106,Baixa
1959,Hawaii,James A. Michener,Inglês,Excelente,4.18,59963,Ficção Científica,212.0,0.0,2.0,1243,Amazon,106,Alta
1961,Revolutionary Road,Richard Yates,Inglês,Intermediário,3.89,56550,Ficção Científica,735.64,441.384,6.94,1244,Penguin,106,Baixa
2006,Nick & Norah's Infinite Playlist,"Rachel Cohn, David Levithan",Inglês,Intermediário,3.73,60372,Ficção Científica,846.94,508.164,7.99,1247,Random,106,Baixa
1966,Rosencrantz and Guildenstern are Dead,"Tom Stoppard, Henry Popkin",Inglês,Excelente,4.06,67077,Outro,1334.54,800.724,12.59,1248,Random,106,Média
2011,Forever,Maggie Stiefvater,Inglês,Intermediário,3.91,85034,Ficção Científica,827.86,496.716,7.81,1249,Penguin,106,Baixa
1996,The Beach,Alex Garland,Inglês,Intermediário,3.91,52333,Ficção Científica,589.36,353.616,5.56,1251,Hachette,106,Baixa
2010,Saving CeeCee Honeycutt,"Beth Hoffman, Jenna Lamia",Inglês,Intermediário,3.92,54341,Ficção Científica,316.94,0.0,2.99,1253,Amazon,106,Média
2012,Deadlocked,Charlaine Harris,Inglês,Intermediário,3.65,65932,Outro,1058.94,635.364,9.99,1255,Amazon,106,Baixa
2002,Everything's Eventual: 14 Dark Tales,Stephen King,Inglês,Intermediário,3.94,60932,Ficção Científica,316.94,190.164,2.99,1255,Amazon,106,Média
1955,Beezus and Ramona,Beverly Cleary,Outro,Intermediário,3.97,75987,Ficção Científica,740.94,444.564,6.99,1257,Random,106,Média
1972,The Farthest Shore,Ursula K. Le Guin,Outro,Excelente,4.11,65626,Outro,210.94,0.0,1.99,1258,Amazon,106,Média
1996,Airframe,Michael Crichton,Inglês,Intermediário,3.66,59229,Ficção Científica,104.94,0.0,0.99,1263,Amazon,106,Baixa
1982,Magician,Raymond E. Feist,Inglês,Excelente,4.17,62432,Ficção Científica,815.14,489.084,7.69,1265,Random,106,Alta
2004,Bet Me,Jennifer Crusie,Inglês,Intermediário,3.95,70737,Ficção Científica,846.94,508.164,7.99,1266,Random,106,Média
1994,Long Walk to Freedom: The Autobiography of Nelson Mandela,Nelson Mandela,Inglês,Excelente,4.31,43927,Ficção Científica,316.94,0.0,2.99,1266,Amazon,106,Alta
2014,Gray Mountain,John Grisham,Inglês,Intermediário,3.52,37379,Outro,104.94,62.964,0.99,1268,Amazon,106,Baixa
1989,The Power of One,Bryce Courtenay,Inglês,Excelente,4.34,57312,Ficção Científica,846.94,508.164,7.99,1270,Random,106,Alta
1930,The Maltese Falcon,Dashiell Hammett,Inglês,Intermediário,3.92,58742,Ficção Científica,846.94,508.164,7.99,1271,Hachette,106,Média
2011,Night Road,Kristin Hannah,Inglês,Excelente,4.17,58028,Ficção Científica,104.94,62.964,0.99,1272,Amazon,106,Alta
1999,Tripwire,Lee Child,Inglês,Excelente,4.07,55251,Ficção Científica,316.94,0.0,2.99,1273,Amazon,106,Média
