Idade,Sexo,Raça,Estado civil,Educação,Emprego,Salario,Quantos livros você leu nos últimos 12 meses?,Leu algum livro físico nos últimos 12 meses?,Leu algum audiolivro nos últimos 12 meses?,Leu algum e-book nos últimos 12 meses?,"No último livro que você leu, você…",Você costuma ler notícias ou jornais diariamente?,Você costuma ler revistas?,Categoria de Idade,Frequência de Leitura
65,Feminino,Branca,Casado,Ensino superior completo,Empregado (Meio Período),"$10,000 - $20,000",15,Sim,Não,Não,Comprou o livro,Sim,Sim,Idoso,Média
65,Masculino,Branca,Casado,Ensino médio completo,Aposentado,"$10,000 - $20,000",15,Sim,Não,Não,Comprou o livro,Não,Sim,Idoso,Média
65,Feminino,Branca,Casado,Pós-graduação,Aposentado,"$75,000 - $100,000",15,Sim,Não,Sim,Comprou o livro,Sim,Sim,Idoso,Média
65,Masculino,Branca,Casado,Ensino superior completo,Empregado (Integral),"$100,000 - $150,000",15,Sim,Sim,Não,Comprou o livro,Sim,Sim,Idoso,Média
64,Masculino,Branca,Casado,Ensino superior completo,Aposentado,"$100,000 - $150,000",15,Sim,Não,Sim,Comprou o livro,Sim,Não,Idoso,Média
64,Masculino,Branca,Divorciado,Ensino médio completo,Aposentado,"$10,000 - $20,000",15,Sim,Não,Não,Pegou emprestado de alguém,Não,Sim,Idoso,Média
63,Feminino,Branca,Casado,Ensino superior completo,Desabilitado,"$40,000 - $50,000",15,Sim,Não,Não,Comprou o livro,Sim,Não,Idoso,Média
62,Feminino,Branca,Solteiro,Ensino médio completo,Aposentado,"$30,000 - $40,000",15,Sim,Não,Não,Comprou o livro,Sim,Sim,Idoso,Média
62,Masculino,Branca,Casado,Pós-graduação,Aposentado,"$100,000 - $150,000",15,Sim,Não,Sim,Comprou o livro,Sim,Sim,Idoso,Média
61,Masculino,Branca,Casado,Ensino superior completo,Empregado (Integral),"$100,000 - $150,000",15,Sim,Não,Não,Comprou o livro,Sim,Não,Idoso,Média
61,Masculino,Branca,Casado,Ensino médio completo,Empregado (Integral),Não Informado,15,Sim,Não,Não,Pegou de outra forma,Sim,Sim,Idoso,Média
60,Feminino,Branca,Casado,Ensino superior completo,Empregado (Integral),"$50,000 - $75,000",15,Sim,Sim,Não,Comprou o livro,Não,Sim,Idoso,Média
60,Feminino,Branca,Casado,Ensino superior completo,Empregado (Meio Período),"$100,000 - $150,000",15,Sim,Sim,Não,Comprou o livro,Sim,Sim,Idoso,Média
59,Feminino,Branca,Divorciado,Pós-graduação,Empregado (Integral),"$100,000 - $150,000",15,Sim,Sim,Sim,Comprou o livro,Sim,Sim,Adulto,Média
57,Feminino,Branca,Casado,Ensino técnico,Empregado (Integral),"$100,000 - $150,000",15,Sim,Não,Não,Pegou emprestado de alguém,Sim,Sim,Adulto,Média
56,Feminino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$50,000 - $75,000",15,Sim,Não,Sim,Comprou o livro,Sim,Não,Adulto,Média
56,Feminino,Branca,Casado,Ensino superior completo,Aposentado,"$100,000 - $150,000",15,Sim,Não,Não,Comprou o livro,Sim,Sim,Adulto,Média
55,Masculino,Branca,Casado,Ensino médio completo,Aposentado,"$10,000 - $20,000",15,Não,Sim,Sim,Pegou de outra forma,Sim,Não,Adulto,Média
55,Feminino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$100,000 - $150,000",15,Sim,Não,Sim,Comprou o livro,Sim,Sim,Adulto,Média
54,Masculino,Branca,Solteiro,Ensino superior completo,Empregado (Integral),"$30,000 - $40,000",15,Sim,Não,Não,Comprou o livro,Sim,Sim,Adulto,Média
54,Masculino,Branca,Casado,Pós-graduação,Empregado (Integral),"$100,000 - $150,000",15,Sim,Não,Sim,Comprou o livro,Não,Sim,Adulto,Média
54,Feminino,Branca,Casado,Ensino superior completo,Empregado (Integral),"$75,000 - $100,000",15,Sim,Não,Sim,Comprou o livro,Não,Sim,Adulto,Média
52,Masculino,Branca,Casado,Ensino superior completo,Empregado (Integral),"$100,000 - $150,000",15,Sim,Não,Sim,Comprou o livro,Sim,Sim,Adulto,Média
51,Feminino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$75,000 - $100,000",15,Sim,Não,Sim,Pegou de outra forma,Não,Sim,Adulto,Média
51,Masculino,Branca,Divorciado,Ensino médio completo,Empregado (Integral),"$100,000 - $150,000",15,Sim,Não,Não,Pegou emprestado de alguém,Sim,Não,Adulto,Média
50,Masculino,Branca,Outros,Ensino médio completo,Empregado (Integral),"$50,000 - $75,000",15,Sim,Não,Não,Comprou o livro,Não,Não,Adulto,Média
50,Feminino,Branca,Casado,Ensino superior completo,Empregado (Integral),"$75,000 - $100,000",15,Sim,Sim,Não,Pegou emprestado de alguém,Não,Sim,Adulto,Média
50,Masculino,Branca,Casado,Pós-graduação,Empregado (Meio Período),"$100,000 - $150,000",15,Sim,Não,Não,Comprou o livro,Sim,Sim,Adulto,Média
50,Masculino,Branca,Casado,Ensino médio completo,Autônomo,"$100,000 - $150,000",15,Sim,Não,Sim,Comprou o livro,Sim,Sim,Adulto,Média
49,Masculino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$100,000 - $150,000",15,Sim,Não,Não,Comprou o livro,Sim,Não,Adulto,Média
48,Feminino,Branca,Casado,Ensino superior completo,Aposentado,"$75,000 - $100,000",15,Sim,Não,Sim,Pegou emprestado de alguém,Sim,Sim,Adulto,Média
47,Feminino,Branca,Casado,Ensino superior completo,Empregado (Integral),"$40,000 - $50,000",15,Sim,Não,Não,Pegou de outra forma,Não,Sim,Adulto,Média
47,Masculino,Branca,Divorciado,Ensino superior completo,Autônomo,"$30,000 - $40,000",15,Sim,Não,Não,Pegou de outra forma,Sim,Não,Adulto,Média
45,Feminino,Branca,Casado,Pós-graduação,Autônomo,"$100,000 - $150,000",15,Sim,Não,Não,Comprou o livro,Não,Sim,Adulto,Média
44,Masculino,Branca,Casado,Pós-graduação,Empregado (Integral),Não Informado,15,Sim,Não,Não,Comprou o livro,Não,Sim,Adulto,Média
44,Feminino,Branca,Casado,Ensino superior completo,Empregado (Integral),"$100,000 - $150,000",15,Sim,Não,Sim,Comprou o livro,Não,Não,Adulto,Média
43,Masculino,Branca,Casado,Ensino superior completo,Empregado (Integral),"$75,000 - $100,000",15,Sim,Não,Não,Comprou o livro,Sim,Sim,Adulto,Média
43,Feminino,Branca,Casado,Ensino superior completo,Empregado (Integral),"$100,000 - $150,000",15,Sim,Não,Sim,Comprou o livro,Não,Não,Adulto,Média
42,Feminino,Branca,Casado,Pós-graduação,Empregado (Meio Período),"$100,000 - $150,000",15,Não,Sim,Sim,Comprou o livro,Não,Não,Adulto,Média
42,Feminino,Branca,Casado,Ensino superior completo,Empregado (Meio Período),"$30,000 - $40,000",15,Não,Não,Não,Pegou de outra forma,Não,Não,Adulto,Média
40,Masculino,Branca,Casado,Ensino médio completo,Desempregado,"$40,000 - $50,000",15,Sim,Não,Não,Comprou o livro,Sim,Não,Adulto,Média
39,Feminino,Branca,Divorciado,Pós-graduação,Empregado (Integral),"$75,000 - $100,000",15,Sim,Não,Não,Pegou numa biblioteca,Não,Sim,Adulto,Média
39,Masculino,Branca,Casado,Ensino superior completo,Autônomo,"$30,000 - $40,000",15,Sim,Sim,Sim,Comprou o livro,Não,Não,Adulto,Média
39,Masculino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$100,000 - $150,000",15,Sim,Sim,Sim,Pegou numa biblioteca,Não,Sim,Adulto,Média
39,Masculino,Branca,Divorciado,Ensino médio completo,Empregado (Integral),"$75,000 - $100,000",15,Sim,Não,Não,Pegou de outra forma,Sim,Sim,Adulto,Média
37,Masculino,Branca,Casado,Pós-graduação,Empregado (Integral),"$75,000 - $100,000",15,Sim,Não,Sim,Comprou o livro,Não,Sim,Adulto,Média
36,Masculino,Branca,Casado,Ensino técnico,Empregado (Integral),"$40,000 - $50,000",15,Sim,Sim,Sim,Pegou emprestado de alguém,Sim,Sim,Adulto,Média
35,Feminino,Branca,Casado,Ensino superior completo,Empregado (Integral),"$50,000 - $75,000",15,Sim,Não,Sim,Pegou emprestado de alguém,Sim,Não,Adulto,Média
33,Masculino,Branca,Casado,Pós-graduação,Empregado (Integral),"$50,000 - $75,000",15,Não,Não,Sim,Comprou o livro,Sim,Não,Adulto,Média
32,Masculino,Branca,Casado,Ensino superior completo,Empregado (Integral),"$100,000 - $150,000",15,Sim,Não,Sim,Comprou o livro,Sim,Sim,Adulto,Média
32,Masculino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$75,000 - $100,000",15,Sim,Sim,Sim,Comprou o livro,Não,Sim,Adulto,Média
31,Feminino,Branca,Casado,Ensino superior completo,Empregado (Integral),"$50,000 - $75,000",15,Sim,Não,Sim,Comprou o livro,Sim,Não,Adulto,Média
30,Masculino,Branca,Casado,Pós-graduação,Empregado (Integral),"$75,000 - $100,000",15,Sim,Não,Sim,Pegou numa biblioteca,Não,Não,Adulto,Média
30,Feminino,Branca,Casado,Ensino superior completo,Desempregado,"$50,000 - $75,000",15,Sim,Não,Não,Comprou o livro,Sim,Não,Adulto,Média
27,Feminino,Branca,Solteiro,Ensino superior completo,Empregado (Integral),"$10,000 - $20,000",15,Sim,Não,Não,Pegou emprestado de alguém,Não,Não,Adulto,Média
24,Masculino,Branca,Solteiro,Ensino superior completo,Empregado (Integral),"$50,000 - $75,000",15,Sim,Não,Não,Pegou emprestado de alguém,Sim,Não,Adulto,Média
23,Masculino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$50,000 - $75,000",15,Sim,Não,Sim,Comprou o livro,Sim,Sim,Adulto,Média
23,Feminino,Branca,Solteiro,Ensino superior completo,Desempregado,"$30,000 - $40,000",15,Sim,Não,Não,Comprou o livro,Não,Não,Adulto,Média
22,Feminino,Branca,Casado,Ensino médio completo,Desempregado,"$10,000 - $20,000",15,Sim,Não,Não,Pegou emprestado de alguém,Não,Não,Adulto,Média
22,Masculino,Branca,Solteiro,Ensino médio completo,Empregado (Integral),"$100,000 - $150,000",15,Sim,Sim,Sim,Comprou o livro,Sim,Sim,Adulto,Média
18,Feminino,Branca,Solteiro,Ensino médio incompleto,Desempregado,"$30,000 - $40,000",15,Sim,Não,Não,Pegou numa biblioteca,Não,Não,Adulto,Média
17,Feminino,Branca,Solteiro,Ensino médio incompleto,Empregado (Meio Período),"$100,000 a $150,000",15,Sim,Não,Não,Comprou o livro,Não,Sim,Adolescente,Média
17,Masculino,Branca,Solteiro,Ensino médio incompleto,Empregado (Meio Período),"$100,000 a $150,000",15,Sim,Não,Não,Pegou numa biblioteca,Não,Sim,Adolescente,Média
17,Masculino,Branca,Solteiro,Ensino médio incompleto,Desempregado,"$30,000 - $40,000",15,Sim,Não,Não,Pegou emprestado de alguém,Não,Não,Adolescente,Média
17,Masculino,Branca,Solteiro,Ensino médio incompleto,Desempregado,"$10,000 - $20,000",15,Sim,Não,Não,Pegou numa biblioteca,Sim,Sim,Adolescente,Média
16,Feminino,Branca,Solteiro,Ensino médio incompleto,Desempregado,"$75,000 - $100,000",15,Sim,Não,Não,Pegou de outra forma,Não,Sim,Adolescente,Média
52,Feminino,Não Informado,Viúvo,Ensino médio completo,Desempregado,Não Informado,14,Sim,Não,Não,Comprou o livro,Não,Não,Adulto,Média
16,Masculino,Asiática,Solteiro,Ensino médio incompleto,Desempregado,"$100,000 a $150,000",14,Sim,Não,Sim,Pegou numa biblioteca,Sim,Não,Adolescente,Média
80,Masculino,Branca,Casado,Pós-graduação,Aposentado,"$50,000 - $75,000",14,Sim,Não,Não,Pegou numa biblioteca,Sim,Sim,Idoso,Média
77,Masculino,Branca,Casado,Pós-graduação,Aposentado,"$100,000 - $150,000",14,Sim,Não,Sim,Comprou o livro,Sim,Não,Idoso,Média
64,Feminino,Branca,Casado,Pós-graduação,Empregado (Integral),Não Informado,14,Sim,Não,Não,Comprou o livro,Não,Não,Idoso,Média
53,Masculino,Branca,Casado,Ensino médio completo,Aposentado,"$100,000 a $150,000",14,Sim,Não,Não,Pegou de outra forma,Não,Sim,Adulto,Média
52,Masculino,Branca,Solteiro,Ensino superior completo,Desempregado,"$40,000 - $50,000",14,Sim,Não,Não,Pegou emprestado de alguém,Sim,Sim,Adulto,Média
52,Feminino,Branca,Casado,Ensino médio completo,Desempregado,"$10,000 - $20,000",14,Sim,Não,Sim,Comprou o livro,Sim,Sim,Adulto,Média
16,Feminino,Branca,Solteiro,Ensino médio incompleto,Desempregado,"$100,000 a $150,000",14,Sim,Não,Não,Pegou numa biblioteca,Não,Sim,Adolescente,Média
47,Feminino,Preta,Outros,Ensino médio completo,Empregado (Integral),"$40,000 - $50,000",13,Sim,Não,Não,Comprou o livro,Não,Sim,Adulto,Média
24,Masculino,Preta,Solteiro,Ensino médio completo,Empregado (Integral),"$10,000 - $20,000",13,Não,Sim,Não,Pegou emprestado de alguém,Não,Sim,Adulto,Média
21,Feminino,Preta,Solteiro,Ensino médio completo,Desempregado,"$30,000 - $40,000",13,Sim,Não,Não,Comprou o livro,Não,Sim,Adulto,Média
52,Masculino,Branca,Casado,Pós-graduação,Empregado (Integral),Não Informado,13,Sim,Sim,Não,Pegou numa biblioteca,Não,Sim,Adulto,Média
52,Masculino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$100,000 - $150,000",13,Sim,Sim,Não,Comprou o livro,Sim,Sim,Adulto,Média
50,Feminino,Branca,Viúvo,Ensino superior completo,Aposentado,"$75,000 - $100,000",13,Sim,Não,Não,Comprou o livro,Não,Sim,Adulto,Média
42,Feminino,Branca,Solteiro,Ensino superior completo,Empregado (Integral),"$40,000 - $50,000",13,Sim,Não,Sim,Comprou o livro,Não,Sim,Adulto,Média
34,Feminino,Branca,Divorciado,Ensino médio completo,Empregado (Integral),"$30,000 - $40,000",13,Sim,Não,Sim,Comprou o livro,Sim,Não,Adulto,Média
30,Feminino,Branca,Casado,Pós-graduação,Empregado (Meio Período),"$75,000 - $100,000",13,Sim,Não,Não,Comprou o livro,Sim,Sim,Adulto,Média
22,Feminino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$10,000 - $20,000",13,Sim,Não,Não,Comprou o livro,Sim,Não,Adulto,Média
17,Masculino,Branca,Solteiro,Ensino médio incompleto,Empregado (Meio Período),"$100,000 - $150,000",13,Sim,Não,Não,Pegou numa biblioteca,Não,Sim,Adolescente,Média
16,Feminino,Branca,Solteiro,Ensino médio incompleto,Desempregado,"$10,000 - $20,000",13,Sim,Não,Sim,Comprou o livro,Não,Sim,Adolescente,Média
78,Masculino,Não Informado,Casado,Pós-graduação,Aposentado,Não Informado,12,Sim,Não,Não,Comprou o livro,Sim,Não,Idoso,Média
76,Masculino,Não Informado,Casado,Ensino médio completo,Empregado (Meio Período),"$40,000 - $50,000",12,Sim,Não,Sim,Pegou emprestado de alguém,Sim,Não,Idoso,Média
63,Masculino,Outro,Casado,Ensino superior completo,Empregado (Integral),"$100,000 - $150,000",12,Sim,Não,Não,Comprou o livro,Sim,Sim,Idoso,Média
23,Masculino,Outro,Casado,Ensino médio completo,Empregado (Integral),"$50,000 - $75,000",12,Sim,Não,Sim,Pegou emprestado de alguém,Não,Sim,Adulto,Média
17,Feminino,Outro,Solteiro,Ensino médio incompleto,Empregado (Meio Período),"$100,000 - $150,000",12,Sim,Não,Sim,Comprou o livro,Sim,Sim,Adolescente,Média
69,Masculino,Indígena,Casado,Pós-graduação,Aposentado,Não Informado,12,Sim,Não,Não,Comprou o livro,Sim,Não,Idoso,Média
52,Masculino,Indígena,Casado,Ensino médio completo,Empregado (Integral),"$10,000 - $20,000",12,Sim,Não,Não,Pegou emprestado de alguém,Não,Não,Adulto,Média
41,Masculino,Indígena,Divorciado,Ensino médio completo,Desempregado,"$10,000 - $20,000",12,Sim,Não,Não,Comprou o livro,Sim,Não,Adulto,Média
47,Feminino,Raça Mista,Casado,Ensino médio completo,Empregado (Integral),"$40,000 - $50,000",12,Sim,Sim,Não,Comprou o livro,Sim,Sim,Adulto,Média
44,Feminino,Raça Mista,Divorciado,Ensino superior completo,Empregado (Integral),"$75,000 - $100,000",12,Sim,Não,Não,Comprou o livro,Não,Sim,Adulto,Média
39,Masculino,Raça Mista,Casado,Ensino médio completo,Empregado (Integral),"$50,000 - $75,000",12,Não,Sim,Sim,Comprou o livro,Não,Sim,Adulto,Média
27,Masculino,Raça Mista,Casado,Ensino médio completo,Desempregado,"$10,000 - $20,000",12,Sim,Não,Não,Comprou o livro,Não,Não,Adulto,Média
17,Masculino,Raça Mista,Solteiro,Ensino médio incompleto,Desempregado,"$50,000 - $75,000",12,Sim,Não,Não,Pegou de outra forma,Não,Não,Adolescente,Média
18,Feminino,Asiática,Solteiro,Ensino médio incompleto,Desempregado,"$75,000 - $100,000",12,Sim,Não,Não,Pegou emprestado de alguém,Sim,Sim,Adulto,Média
78,Feminino,Preta,Viúvo,Ensino superior completo,Aposentado,"$40,000 - $50,000",12,Sim,Não,Não,Pegou numa biblioteca,Sim,Não,Idoso,Média
75,Masculino,Preta,Viúvo,Ensino médio completo,Aposentado,"$30,000 - $40,000",12,Sim,Sim,Sim,Pegou numa biblioteca,Sim,Não,Idoso,Média
66,Masculino,Preta,Solteiro,Ensino técnico,Aposentado,Não Informado,12,Sim,Não,Sim,Comprou o livro,Sim,Sim,Idoso,Média
62,Feminino,Preta,Solteiro,Pós-graduação,Aposentado,"$10,000 - $20,000",12,Sim,Não,Não,Pegou de outra forma,Não,Não,Idoso,Média
61,Masculino,Preta,Casado,Pós-graduação,Empregado (Integral),Não Informado,12,Sim,Não,Não,Comprou o livro,Sim,Sim,Idoso,Média
59,Feminino,Preta,Divorciado,Ensino médio completo,Aposentado,"Menos que $10,000",12,Sim,Não,Não,Comprou o livro,Sim,Sim,Adulto,Média
58,Feminino,Preta,Divorciado,Ensino médio completo,Aposentado,"$30,000 - $40,000",12,Sim,Não,Não,Comprou o livro,Sim,Sim,Adulto,Média
56,Feminino,Preta,Divorciado,Ensino médio completo,Empregado (Integral),"$40,000 - $50,000",12,Sim,Sim,Não,Pegou emprestado de alguém,Sim,Sim,Adulto,Média
49,Feminino,Preta,Solteiro,Ensino superior completo,Empregado (Integral),"$100,000 - $150,000",12,Sim,Não,Não,Comprou o livro,Sim,Sim,Adulto,Média
43,Masculino,Preta,Divorciado,Ensino superior completo,Empregado (Integral),"$75,000 - $100,000",12,Sim,Não,Não,Comprou o livro,Não,Sim,Adulto,Média
42,Feminino,Preta,Solteiro,Ensino médio completo,Empregado (Integral),"$10,000 - $20,000",12,Sim,Não,Não,Pegou numa biblioteca,Sim,Não,Adulto,Média
41,Masculino,Preta,Solteiro,Ensino médio incompleto,Desempregado,"Menos que $10,000",12,Não,Não,Não,Pegou numa biblioteca,Não,Não,Adulto,Média
40,Feminino,Preta,Solteiro,Ensino médio completo,Empregado (Integral),Não Informado,12,Sim,Não,Não,Comprou o livro,Sim,Sim,Adulto,Média
35,Feminino,Preta,Solteiro,Ensino superior completo,Empregado (Integral),"$30,000 - $40,000",12,Sim,Não,Não,Comprou o livro,Sim,Não,Adulto,Média
35,Feminino,Preta,Casado,Pós-graduação,Empregado (Integral),"$100,000 - $150,000",12,Sim,Sim,Sim,Pegou numa biblioteca,Não,Sim,Adulto,Média
31,Feminino,Preta,Casado,Ensino técnico,Desempregado,"$10,000 - $20,000",12,Sim,Não,Não,Pegou emprestado de alguém,Sim,Não,Adulto,Média
18,Feminino,Preta,Solteiro,Ensino médio completo,Desempregado,"$75,000 - $100,000",12,Sim,Não,Sim,Comprou o livro,Sim,Não,Adulto,Média
91,Masculino,Branca,Viúvo,Pós-graduação,Aposentado,"$75,000 - $100,000",12,Sim,Não,Não,Pegou emprestado de alguém,Sim,Sim,Idoso,Média
87,Feminino,Branca,Casado,Ensino superior completo,Aposentado,Não Informado,12,Não,Não,Sim,Pegou de outra forma,Sim,Sim,Idoso,Média
86,Masculino,Branca,Casado,Ensino médio completo,Aposentado,"$10,000 - $20,000",12,Sim,Sim,Não,Pegou numa biblioteca,Sim,Não,Idoso,Média
83,Masculino,Branca,Casado,Ensino superior completo,Aposentado,Não Informado,12,Não,Não,Não,Comprou o livro,Sim,Não,Idoso,Média
83,Masculino,Branca,Casado,Pós-graduação,Empregado (Meio Período),"$50,000 - $75,000",12,Sim,Não,Sim,Comprou o livro,Não,Sim,Idoso,Média
80,Feminino,Branca,Viúvo,Pós-graduação,Aposentado,"$30,000 - $40,000",12,Sim,Não,Não,Pegou emprestado de alguém,Sim,Sim,Idoso,Média
80,Masculino,Branca,Casado,Ensino médio completo,Aposentado,Não Informado,12,Sim,Não,Não,Comprou o livro,Sim,Sim,Idoso,Média
79,Feminino,Branca,Casado,Ensino técnico,Aposentado,"$100,000 a $150,000",12,Sim,Sim,Não,Comprou o livro,Sim,Sim,Idoso,Média
78,Feminino,Branca,Solteiro,Pós-graduação,Empregado (Integral),"$10,000 - $20,000",12,Sim,Não,Não,Pegou de outra forma,Sim,Sim,Idoso,Média
78,Feminino,Branca,Viúvo,Ensino médio completo,Aposentado,"$10,000 - $20,000",12,Não Informado,Não,Não,Pegou numa biblioteca,Sim,Sim,Idoso,Média
78,Masculino,Branca,Casado,Pós-graduação,Aposentado,"$75,000 - $100,000",12,Sim,Não,Sim,Comprou o livro,Sim,Sim,Idoso,Média
77,Feminino,Branca,Viúvo,Ensino médio completo,Desempregado,"$100,000 a $150,000",12,Não,Sim,Não,Pegou numa biblioteca,Não,Sim,Idoso,Média
75,Feminino,Branca,Casado,Ensino médio completo,Aposentado,Não Informado,12,Sim,Não,Não,Pegou emprestado de alguém,Sim,Sim,Idoso,Média
75,Masculino,Branca,Casado,Ensino médio completo,Aposentado,"$50,000 - $75,000",12,Sim,Não,Sim,Comprou o livro,Sim,Sim,Idoso,Média
75,Masculino,Branca,Outros,Ensino médio completo,Empregado (Meio Período),"$50,000 - $75,000",12,Sim,Não,Não,Pegou numa biblioteca,Sim,Sim,Idoso,Média
74,Masculino,Branca,Casado,Ensino médio completo,Empregado (Meio Período),"$75,000 - $100,000",12,Sim,Não,Sim,Comprou o livro,Sim,Sim,Idoso,Média
73,Feminino,Branca,Casado,Ensino médio completo,Aposentado,Não Informado,12,Sim,Não,Não,Comprou o livro,Sim,Não,Idoso,Média
73,Feminino,Branca,Casado,Pós-graduação,Aposentado,"$75,000 - $100,000",12,Sim,Não,Não,Comprou o livro,Sim,Sim,Idoso,Média
72,Feminino,Branca,Viúvo,Ensino médio completo,Empregado (Meio Período),"$30,000 - $40,000",12,Sim,Não,Não,Comprou o livro,Sim,Sim,Idoso,Média
72,Feminino,Branca,Viúvo,Ensino médio completo,Aposentado,"$40,000 - $50,000",12,Não,Sim,Sim,Pegou de outra forma,Não,Sim,Idoso,Média
70,Feminino,Branca,Casado,Ensino médio completo,Aposentado,Não Informado,12,Sim,Não,Não,Comprou o livro,Sim,Sim,Idoso,Média
70,Feminino,Branca,Solteiro,Ensino superior completo,Aposentado,"$40,000 - $50,000",12,Sim,Não,Não,Comprou o livro,Sim,Sim,Idoso,Média
70,Masculino,Branca,Casado,Ensino médio completo,Aposentado,"$50,000 - $75,000",12,Sim,Não,Não,Comprou o livro,Sim,Sim,Idoso,Média
68,Feminino,Branca,Casado,Ensino médio completo,Aposentado,"$50,000 - $75,000",12,Sim,Não,Não,Comprou o livro,Sim,Sim,Idoso,Média
68,Masculino,Branca,Casado,Pós-graduação,Empregado (Meio Período),"$100,000 - $150,000",12,Sim,Não,Sim,Comprou o livro,Sim,Sim,Idoso,Média
